,Unnamed: 0,enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target,city_id,city_dev_perc,experience_lvl,company_class
1651,1651,11499,city_114,0.926,1,1,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,2,76,0.0,114,92.60000000000001,senior_lvl,small_company
1652,1652,30715,city_103,0.92,1,1,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,1,4,0.0,103,92.0,senior_lvl,mid_size_company
1653,1653,18813,city_103,0.92,1,0,no_enrollment,High School,,5,,,1,140,1.0,103,92.0,mid_lvl,unknown
1654,1654,20220,city_102,0.804,1,0,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,1,136,1.0,102,80.4,senior_lvl,small_company
1655,1655,3581,city_114,0.926,1,0,Full time course,Graduate,STEM,8,,,1,79,0.0,114,92.60000000000001,mid_lvl,unknown
1656,1656,28587,city_16,0.91,2,1,no_enrollment,Graduate,STEM,3,10000+,NGO,2,8,0.0,16,91.0,mid_lvl,very_large_company
1657,1657,1671,city_103,0.92,1,0,no_enrollment,High School,,<1,,,0,105,0.0,103,92.0,entry_lvl,unknown
1658,1658,28977,city_83,0.923,2,1,no_enrollment,Masters,STEM,>20,,,4,33,0.0,83,92.30000000000001,expert_lvl,unknown
1659,1659,16222,city_103,0.92,1,0,Part time course,High School,,5,,,1,96,0.0,103,92.0,mid_lvl,unknown
1660,1660,15399,city_116,0.743,2,1,no_enrollment,Masters,Other,9,100-500,Pvt Ltd,4,9,0.0,116,74.3,mid_lvl,mid_size_company
1661,1661,14830,city_173,0.878,1,1,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,>4,17,0.0,173,87.8,senior_lvl,mid_size_company
1662,1662,16330,city_114,0.926,1,0,Full time course,High School,,3,5000-9999,Pvt Ltd,1,63,1.0,114,92.60000000000001,mid_lvl,large_company
1663,1663,33380,city_83,0.923,1,0,no_enrollment,Graduate,STEM,14,10000+,Pvt Ltd,2,168,0.0,83,92.30000000000001,senior_lvl,very_large_company
1664,1664,977,city_103,0.92,1,1,Full time course,High School,,5,,,1,54,0.0,103,92.0,mid_lvl,unknown
1665,1665,681,city_65,0.802,1,1,Part time course,Graduate,No Major,9,10000+,Pvt Ltd,1,13,0.0,65,80.2,mid_lvl,very_large_company
1666,1666,7495,city_21,0.624,1,1,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,2,110,1.0,21,62.4,mid_lvl,very_large_company
1667,1667,30418,city_16,0.91,1,1,no_enrollment,Masters,STEM,9,1000-4999,Pvt Ltd,2,71,0.0,16,91.0,mid_lvl,large_company
1668,1668,16969,city_160,0.92,1,0,no_enrollment,Graduate,No Major,>20,5000-9999,Pvt Ltd,>4,12,0.0,160,92.0,expert_lvl,large_company
1669,1669,18480,city_138,0.836,1,1,no_enrollment,Phd,STEM,>20,,,0,43,0.0,138,83.6,expert_lvl,unknown
1670,1670,22044,city_46,0.762,0,1,,Graduate,STEM,7,,,0,35,0.0,46,76.2,mid_lvl,unknown
1671,1671,9203,city_102,0.804,1,1,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,1,43,0.0,102,80.4,expert_lvl,large_company
1672,1672,15897,city_103,0.92,1,1,no_enrollment,Graduate,STEM,8,500-999,Public Sector,1,30,0.0,103,92.0,mid_lvl,mid_size_company
1673,1673,13624,city_138,0.836,0,1,Part time course,Masters,STEM,5,10-49,Pvt Ltd,1,150,0.0,138,83.6,mid_lvl,small_company
1674,1674,20062,city_103,0.92,1,0,no_enrollment,Graduate,STEM,>20,10-49,Pvt Ltd,4,124,0.0,103,92.0,expert_lvl,small_company
1675,1675,9855,city_16,0.91,1,1,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,57,0.0,16,91.0,expert_lvl,small_company
1676,1676,26006,city_114,0.926,1,1,no_enrollment,Graduate,STEM,>20,,,3,5,0.0,114,92.60000000000001,expert_lvl,unknown
1677,1677,8782,city_103,0.92,1,1,Full time course,Graduate,STEM,7,10-49,Pvt Ltd,>4,50,0.0,103,92.0,mid_lvl,small_company
1678,1678,19931,city_114,0.926,0,0,Full time course,High School,,3,,,2,122,1.0,114,92.60000000000001,mid_lvl,unknown
1679,1679,13007,city_103,0.92,1,0,Part time course,Masters,STEM,3,100-500,Pvt Ltd,1,28,0.0,103,92.0,mid_lvl,mid_size_company
1680,1680,10219,city_98,0.949,2,1,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,2,111,0.0,98,94.89999999999999,expert_lvl,small_company
1681,1681,27783,city_103,0.92,1,1,no_enrollment,Graduate,Humanities,16,50-99,Pvt Ltd,1,66,0.0,103,92.0,expert_lvl,small_company
1682,1682,19131,city_103,0.92,1,0,Part time course,Graduate,STEM,2,10000+,Pvt Ltd,1,6,0.0,103,92.0,mid_lvl,very_large_company
1683,1683,7956,city_102,0.804,1,0,,Masters,STEM,6,,,,174,0.0,102,80.4,mid_lvl,unknown
1684,1684,3845,city_103,0.92,1,1,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,>4,106,0.0,103,92.0,mid_lvl,small_company
1685,1685,28624,city_75,0.939,2,1,no_enrollment,Masters,STEM,17,10-49,Pvt Ltd,1,14,0.0,75,93.89999999999999,expert_lvl,small_company
1686,1686,19669,city_73,0.754,1,1,Part time course,Graduate,STEM,7,10-49,Pvt Ltd,1,28,0.0,73,75.4,mid_lvl,small_company
1687,1687,27715,city_104,0.924,1,0,no_enrollment,High School,,>20,<10,Pvt Ltd,>4,35,0.0,104,92.4,expert_lvl,small_company
1688,1688,7190,city_97,0.925,1,1,no_enrollment,Graduate,STEM,>20,<10,,3,168,0.0,97,92.5,expert_lvl,small_company
1689,1689,28075,city_136,0.897,1,1,no_enrollment,Masters,STEM,4,50-99,,1,112,0.0,136,89.7,mid_lvl,small_company
1690,1690,32502,city_16,0.91,1,1,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,>4,312,0.0,16,91.0,senior_lvl,small_company
1691,1691,28517,city_136,0.897,1,0,no_enrollment,Masters,STEM,12,10-49,Funded Startup,2,14,0.0,136,89.7,senior_lvl,small_company
1692,1692,2572,city_104,0.924,1,1,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,0,95,0.0,104,92.4,senior_lvl,very_large_company
1693,1693,8634,city_61,0.913,1,1,no_enrollment,Masters,STEM,>20,,,>4,50,0.0,61,91.3,expert_lvl,unknown
1694,1694,24281,city_21,0.624,1,1,Full time course,Masters,STEM,6,50-99,Pvt Ltd,2,103,0.0,21,62.4,mid_lvl,small_company
1695,1695,16479,city_100,0.887,1,0,no_enrollment,High School,,6,100-500,Pvt Ltd,1,4,1.0,100,88.7,mid_lvl,mid_size_company
1696,1696,29705,city_21,0.624,0,1,Part time course,,,<1,10-49,Pvt Ltd,1,200,1.0,21,62.4,entry_lvl,small_company
1697,1697,5311,city_100,0.887,0,0,Part time course,Graduate,STEM,>20,,,2,12,1.0,100,88.7,expert_lvl,unknown
1698,1698,32590,city_21,0.624,1,0,Full time course,Graduate,STEM,5,,,0,56,1.0,21,62.4,mid_lvl,unknown
1699,1699,13575,city_10,0.895,1,1,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,53,0.0,10,89.5,expert_lvl,small_company
1700,1700,19782,city_21,0.624,2,1,Full time course,Graduate,STEM,6,50-99,Pvt Ltd,3,59,0.0,21,62.4,mid_lvl,small_company
1701,1701,14336,city_103,0.92,1,1,no_enrollment,Graduate,STEM,16,50-99,NGO,2,14,0.0,103,92.0,expert_lvl,small_company
1702,1702,4335,city_103,0.92,2,1,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,>4,142,0.0,103,92.0,expert_lvl,large_company
1703,1703,26182,city_128,0.527,1,1,no_enrollment,Graduate,STEM,9,,,>4,17,0.0,128,52.7,mid_lvl,unknown
1704,1704,31612,city_73,0.754,1,1,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,2,14,0.0,73,75.4,senior_lvl,very_large_company
1705,1705,23175,city_103,0.92,0,0,no_enrollment,Graduate,Arts,5,100-500,Pvt Ltd,,80,0.0,103,92.0,mid_lvl,mid_size_company
1706,1706,15041,city_103,0.92,0,0,no_enrollment,Graduate,STEM,13,10000+,Public Sector,>4,13,0.0,103,92.0,senior_lvl,very_large_company
1707,1707,26416,city_21,0.624,1,0,Full time course,High School,,2,,,0,3,0.0,21,62.4,mid_lvl,unknown
1708,1708,26048,city_103,0.92,1,0,Full time course,High School,,6,,,1,73,0.0,103,92.0,mid_lvl,unknown
1709,1709,3162,city_103,0.92,1,1,no_enrollment,Masters,STEM,10,500-999,Pvt Ltd,4,48,0.0,103,92.0,senior_lvl,mid_size_company
1710,1710,4880,city_103,0.92,1,1,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,>4,50,0.0,103,92.0,expert_lvl,very_large_company
1711,1711,23144,city_175,0.7759999999999999,1,1,no_enrollment,Graduate,Humanities,6,10-49,Pvt Ltd,>4,14,0.0,175,77.6,mid_lvl,small_company
1712,1712,10996,city_16,0.91,1,1,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,>4,96,0.0,16,91.0,senior_lvl,small_company
1713,1713,22619,city_76,0.698,0,0,Full time course,Graduate,STEM,4,,Pvt Ltd,1,156,1.0,76,69.8,mid_lvl,unknown
1714,1714,15968,city_73,0.754,1,1,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,1,3,0.0,73,75.4,mid_lvl,mid_size_company
1715,1715,33150,city_103,0.92,1,1,no_enrollment,Graduate,STEM,2,,,0,4,1.0,103,92.0,mid_lvl,unknown
1716,1716,33056,city_21,0.624,1,1,no_enrollment,Masters,STEM,3,50-99,Funded Startup,1,12,1.0,21,62.4,mid_lvl,small_company
1717,1717,9264,city_83,0.923,1,1,no_enrollment,Masters,STEM,18,10000+,Pvt Ltd,4,17,0.0,83,92.30000000000001,expert_lvl,very_large_company
1718,1718,28291,city_160,0.92,0,1,no_enrollment,Masters,STEM,>20,<10,Other,1,63,0.0,160,92.0,expert_lvl,small_company
1719,1719,4392,city_70,0.698,1,1,Full time course,Graduate,STEM,2,10000+,Pvt Ltd,1,22,0.0,70,69.8,mid_lvl,very_large_company
1720,1720,3300,city_144,0.84,0,1,no_enrollment,Graduate,STEM,14,10-49,Pvt Ltd,3,52,0.0,144,84.0,senior_lvl,small_company
1721,1721,30825,city_103,0.92,2,0,Full time course,Graduate,STEM,2,10000+,,0,34,0.0,103,92.0,mid_lvl,very_large_company
1722,1722,30500,city_104,0.924,1,1,Full time course,High School,,10,,,1,79,0.0,104,92.4,senior_lvl,unknown
1723,1723,22662,city_67,0.855,1,1,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,107,0.0,67,85.5,expert_lvl,very_large_company
1724,1724,10417,city_103,0.92,1,1,no_enrollment,Graduate,Business Degree,18,50-99,Pvt Ltd,1,92,1.0,103,92.0,expert_lvl,small_company
1725,1725,6777,city_114,0.926,0,1,no_enrollment,High School,,6,1000-4999,Pvt Ltd,2,14,0.0,114,92.60000000000001,mid_lvl,large_company
1726,1726,12333,city_143,0.74,0,0,no_enrollment,Graduate,STEM,3,,,,46,1.0,143,74.0,mid_lvl,unknown
1727,1727,11021,city_103,0.92,1,1,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,4,16,0.0,103,92.0,mid_lvl,very_large_company
1728,1728,241,city_103,0.92,1,1,no_enrollment,Graduate,STEM,7,<10,Pvt Ltd,4,196,0.0,103,92.0,mid_lvl,small_company
1729,1729,30935,city_21,0.624,1,1,Full time course,Graduate,STEM,5,100-500,Pvt Ltd,1,42,0.0,21,62.4,mid_lvl,mid_size_company
1730,1730,29164,city_103,0.92,1,1,Part time course,Masters,Business Degree,11,10000+,Public Sector,3,60,0.0,103,92.0,senior_lvl,very_large_company
1731,1731,19711,city_67,0.855,1,1,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,4,138,1.0,67,85.5,expert_lvl,very_large_company
1732,1732,4775,city_97,0.925,1,1,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,68,0.0,97,92.5,mid_lvl,small_company
1733,1733,26429,city_45,0.89,1,0,Full time course,Masters,Humanities,2,,,1,6,0.0,45,89.0,mid_lvl,unknown
1734,1734,8464,city_74,0.579,0,1,no_enrollment,Graduate,STEM,2,,,,62,1.0,74,57.9,mid_lvl,unknown
1735,1735,21021,city_103,0.92,1,1,no_enrollment,Graduate,STEM,12,50-99,Funded Startup,1,107,0.0,103,92.0,senior_lvl,small_company
1736,1736,29504,city_103,0.92,1,1,no_enrollment,Masters,STEM,>20,1000-4999,Public Sector,>4,55,0.0,103,92.0,expert_lvl,large_company
1737,1737,898,city_98,0.949,1,1,no_enrollment,High School,,15,10-49,Pvt Ltd,2,32,1.0,98,94.89999999999999,expert_lvl,small_company
1738,1738,10524,city_21,0.624,1,1,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,>4,174,0.0,21,62.4,mid_lvl,mid_size_company
1739,1739,22051,city_46,0.762,1,1,no_enrollment,Masters,STEM,4,,Pvt Ltd,3,34,1.0,46,76.2,mid_lvl,unknown
1740,1740,28245,city_104,0.924,1,1,no_enrollment,Graduate,STEM,>20,,Pvt Ltd,>4,3,0.0,104,92.4,expert_lvl,unknown
1741,1741,28221,city_160,0.92,2,0,no_enrollment,Graduate,Humanities,2,,,1,20,1.0,160,92.0,mid_lvl,unknown
1742,1742,9917,city_73,0.754,0,1,no_enrollment,Graduate,STEM,7,500-999,Pvt Ltd,,94,0.0,73,75.4,mid_lvl,mid_size_company
1743,1743,24567,city_16,0.91,1,0,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,>4,20,1.0,16,91.0,expert_lvl,very_large_company
1744,1744,14526,city_152,0.698,1,1,Full time course,Masters,STEM,14,50-99,Pvt Ltd,2,6,0.0,152,69.8,senior_lvl,small_company
1745,1745,32662,city_21,0.624,1,1,no_enrollment,Graduate,STEM,5,500-999,Pvt Ltd,3,112,1.0,21,62.4,mid_lvl,mid_size_company
1746,1746,9853,city_176,0.764,1,1,no_enrollment,Graduate,STEM,6,<10,Funded Startup,1,45,0.0,176,76.4,mid_lvl,small_company
1747,1747,20176,city_16,0.91,1,0,no_enrollment,High School,,2,,,0,12,0.0,16,91.0,mid_lvl,unknown
1748,1748,29611,city_21,0.624,0,1,no_enrollment,Graduate,STEM,16,<10,Pvt Ltd,>4,134,1.0,21,62.4,expert_lvl,small_company
1749,1749,27473,city_103,0.92,1,1,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,9,1.0,103,92.0,expert_lvl,large_company
1750,1750,5237,city_103,0.92,0,1,no_enrollment,Graduate,No Major,6,1000-4999,Pvt Ltd,>4,48,0.0,103,92.0,mid_lvl,large_company
1751,1751,1331,city_41,0.8270000000000001,1,1,Full time course,Masters,STEM,7,500-999,Funded Startup,2,92,0.0,41,82.7,mid_lvl,mid_size_company
1752,1752,19844,city_160,0.92,1,1,no_enrollment,Graduate,STEM,4,100-500,Public Sector,2,160,0.0,160,92.0,mid_lvl,mid_size_company
1753,1753,6700,city_114,0.926,1,1,no_enrollment,Phd,STEM,>20,50-99,Pvt Ltd,>4,40,0.0,114,92.60000000000001,expert_lvl,small_company
1754,1754,21080,city_94,0.698,0,1,Part time course,Graduate,STEM,4,,,1,105,1.0,94,69.8,mid_lvl,unknown
1755,1755,10257,city_103,0.92,0,1,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,160,0.0,103,92.0,expert_lvl,mid_size_company
1756,1756,26844,city_16,0.91,1,1,no_enrollment,Graduate,STEM,20,50-99,Pvt Ltd,1,103,0.0,16,91.0,expert_lvl,small_company
1757,1757,31093,city_103,0.92,2,0,no_enrollment,Graduate,Humanities,16,,,>4,78,1.0,103,92.0,expert_lvl,unknown
1758,1758,15688,city_114,0.926,0,1,no_enrollment,Graduate,STEM,11,1000-4999,Pvt Ltd,2,9,0.0,114,92.60000000000001,senior_lvl,large_company
1759,1759,24563,city_21,0.624,0,1,Full time course,Graduate,STEM,3,50-99,Early Stage Startup,1,40,1.0,21,62.4,mid_lvl,small_company
1760,1760,26780,city_136,0.897,1,1,Full time course,Masters,STEM,<1,,,2,14,0.0,136,89.7,entry_lvl,unknown
1761,1761,25317,city_128,0.527,1,1,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,3,198,1.0,128,52.7,mid_lvl,mid_size_company
1762,1762,33374,city_61,0.913,1,1,no_enrollment,,,10,,,2,3,0.0,61,91.3,senior_lvl,unknown
1763,1763,5396,city_102,0.804,1,0,Full time course,High School,,5,,,1,17,0.0,102,80.4,mid_lvl,unknown
1764,1764,23642,city_11,0.55,1,0,no_enrollment,Graduate,STEM,5,,,0,37,1.0,11,55.00000000000001,mid_lvl,unknown
1765,1765,2283,city_114,0.926,1,1,no_enrollment,Graduate,STEM,19,100-500,Pvt Ltd,2,16,0.0,114,92.60000000000001,expert_lvl,mid_size_company
1766,1766,29822,city_118,0.722,1,1,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,1,13,0.0,118,72.2,senior_lvl,small_company
1767,1767,5555,city_103,0.92,0,1,no_enrollment,Graduate,STEM,20,10000+,Public Sector,1,14,0.0,103,92.0,expert_lvl,very_large_company
1768,1768,29851,city_57,0.866,1,1,Full time course,High School,,3,,,1,155,0.0,57,86.6,mid_lvl,unknown
1769,1769,20294,city_20,0.7959999999999999,1,1,no_enrollment,Graduate,STEM,9,500-999,Pvt Ltd,3,77,0.0,20,79.6,mid_lvl,mid_size_company
1770,1770,24562,city_103,0.92,1,1,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,36,0.0,103,92.0,expert_lvl,mid_size_company
1771,1771,1485,city_103,0.92,0,1,no_enrollment,Graduate,,15,50-99,Pvt Ltd,>4,42,0.0,103,92.0,expert_lvl,small_company
1772,1772,7471,city_76,0.698,1,1,Full time course,Graduate,STEM,11,<10,Pvt Ltd,2,10,0.0,76,69.8,senior_lvl,small_company
1773,1773,10243,city_16,0.91,1,0,Full time course,High School,,4,,,1,14,0.0,16,91.0,mid_lvl,unknown
1774,1774,1051,city_99,0.915,1,0,Full time course,Graduate,STEM,3,,,1,16,1.0,99,91.5,mid_lvl,unknown
1775,1775,27955,city_50,0.8959999999999999,1,1,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,>4,116,1.0,50,89.6,senior_lvl,mid_size_company
1776,1776,5490,city_103,0.92,1,0,Full time course,High School,,4,,Pvt Ltd,0,310,0.0,103,92.0,mid_lvl,unknown
1777,1777,16583,city_21,0.624,1,0,no_enrollment,High School,,<1,,,0,53,1.0,21,62.4,entry_lvl,unknown
1778,1778,32032,city_103,0.92,1,1,no_enrollment,Graduate,STEM,>20,100-500,NGO,1,70,0.0,103,92.0,expert_lvl,mid_size_company
1779,1779,5454,city_160,0.92,1,1,no_enrollment,Graduate,Arts,15,50-99,Early Stage Startup,1,22,0.0,160,92.0,expert_lvl,small_company
1780,1780,3058,city_104,0.924,1,1,no_enrollment,Masters,STEM,17,500-999,Pvt Ltd,1,41,0.0,104,92.4,expert_lvl,mid_size_company
1781,1781,4705,city_67,0.855,2,1,no_enrollment,Graduate,Humanities,3,50-99,Pvt Ltd,3,66,0.0,67,85.5,mid_lvl,small_company
1782,1782,14732,city_28,0.939,1,0,no_enrollment,Phd,STEM,4,,Public Sector,1,13,0.0,28,93.89999999999999,mid_lvl,unknown
1783,1783,26569,city_103,0.92,1,1,no_enrollment,Graduate,STEM,>20,,,3,47,0.0,103,92.0,expert_lvl,unknown
1784,1784,33256,city_70,0.698,1,0,Full time course,Graduate,STEM,2,,,2,106,0.0,70,69.8,mid_lvl,unknown
1785,1785,5789,city_173,0.878,1,1,no_enrollment,Masters,STEM,11,100-500,Pvt Ltd,1,24,1.0,173,87.8,senior_lvl,mid_size_company
1786,1786,28019,city_103,0.92,2,1,no_enrollment,Graduate,No Major,2,,,2,11,1.0,103,92.0,mid_lvl,unknown
1787,1787,21908,city_16,0.91,1,1,no_enrollment,Graduate,STEM,5,<10,Pvt Ltd,>4,146,0.0,16,91.0,mid_lvl,small_company
1788,1788,16494,city_16,0.91,1,1,no_enrollment,Graduate,Arts,>20,50-99,Early Stage Startup,3,40,0.0,16,91.0,expert_lvl,small_company
1789,1789,21446,city_21,0.624,0,1,Full time course,Graduate,STEM,2,50-99,Funded Startup,1,19,1.0,21,62.4,mid_lvl,small_company
1790,1790,12707,city_27,0.848,1,1,Full time course,Graduate,STEM,>20,,,3,34,0.0,27,84.8,expert_lvl,unknown
1791,1791,14283,city_46,0.762,1,1,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,1,16,0.0,46,76.2,expert_lvl,small_company
1792,1792,15959,city_160,0.92,1,1,no_enrollment,Masters,STEM,10,50-99,,4,51,0.0,160,92.0,senior_lvl,small_company
1793,1793,29154,city_103,0.92,1,0,,Masters,Humanities,12,,,1,142,1.0,103,92.0,senior_lvl,unknown
1794,1794,11379,city_103,0.92,1,0,no_enrollment,Primary School,,7,,,0,88,0.0,103,92.0,mid_lvl,unknown
1795,1795,9401,city_21,0.624,1,1,no_enrollment,Graduate,STEM,7,100-500,Funded Startup,2,76,0.0,21,62.4,mid_lvl,mid_size_company
1796,1796,22256,city_26,0.698,1,0,Full time course,Graduate,STEM,3,,,1,59,0.0,26,69.8,mid_lvl,unknown
1797,1797,12452,city_102,0.804,0,0,no_enrollment,Graduate,STEM,<1,50-99,Pvt Ltd,1,43,0.0,102,80.4,entry_lvl,small_company
1798,1798,7723,city_90,0.698,2,1,no_enrollment,Masters,STEM,16,10-49,Funded Startup,1,22,0.0,90,69.8,expert_lvl,small_company
1799,1799,20075,city_16,0.91,0,0,no_enrollment,Graduate,Humanities,<1,<10,Early Stage Startup,1,131,0.0,16,91.0,entry_lvl,small_company
1800,1800,8999,city_28,0.939,1,1,no_enrollment,Masters,STEM,>20,50-99,Early Stage Startup,1,3,1.0,28,93.89999999999999,expert_lvl,small_company
1801,1801,28690,city_103,0.92,1,0,Full time course,Graduate,STEM,5,,,1,16,0.0,103,92.0,mid_lvl,unknown
1802,1802,16770,city_16,0.91,2,0,no_enrollment,Masters,STEM,3,<10,Early Stage Startup,1,59,1.0,16,91.0,mid_lvl,small_company
1803,1803,3329,city_21,0.624,2,0,Full time course,High School,,5,,Pvt Ltd,0,110,1.0,21,62.4,mid_lvl,unknown
1804,1804,1553,city_123,0.738,0,1,Full time course,Masters,STEM,8,10000+,Pvt Ltd,,34,0.0,123,73.8,mid_lvl,very_large_company
1805,1805,8773,city_73,0.754,1,1,no_enrollment,,,10,10-49,Pvt Ltd,1,16,0.0,73,75.4,senior_lvl,small_company
1806,1806,1162,city_173,0.878,1,1,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,3,100,0.0,173,87.8,mid_lvl,small_company
1807,1807,32989,city_103,0.92,1,0,Full time course,Graduate,Humanities,3,1000-4999,NGO,1,19,0.0,103,92.0,mid_lvl,large_company
1808,1808,30888,city_21,0.624,0,1,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,>4,34,0.0,21,62.4,senior_lvl,mid_size_company
1809,1809,27188,city_103,0.92,1,0,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,1,43,0.0,103,92.0,senior_lvl,mid_size_company
1810,1810,20136,city_36,0.893,1,1,Full time course,Graduate,STEM,>20,10-49,Pvt Ltd,1,48,0.0,36,89.3,expert_lvl,small_company
1811,1811,2836,city_103,0.92,1,1,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,3,12,0.0,103,92.0,mid_lvl,mid_size_company
1812,1812,861,city_160,0.92,1,1,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,2,262,0.0,160,92.0,senior_lvl,small_company
1813,1813,31506,city_16,0.91,1,1,no_enrollment,Graduate,STEM,9,10-49,Pvt Ltd,2,21,0.0,16,91.0,mid_lvl,small_company
1814,1814,21960,city_102,0.804,2,0,no_enrollment,Graduate,Humanities,1,,,1,190,0.0,102,80.4,entry_lvl,unknown
1815,1815,6385,city_16,0.91,1,1,no_enrollment,Graduate,STEM,16,10-49,Funded Startup,2,41,0.0,16,91.0,expert_lvl,small_company
1816,1816,26170,city_21,0.624,1,1,Full time course,Graduate,STEM,2,100-500,Pvt Ltd,1,222,1.0,21,62.4,mid_lvl,mid_size_company
1817,1817,32328,city_143,0.74,2,0,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,2,91,0.0,143,74.0,mid_lvl,very_large_company
1818,1818,27935,city_65,0.802,1,0,Full time course,Graduate,STEM,9,100-500,Pvt Ltd,0,14,0.0,65,80.2,mid_lvl,mid_size_company
1819,1819,13265,city_103,0.92,1,1,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,3,98,0.0,103,92.0,expert_lvl,mid_size_company
1820,1820,27763,city_75,0.939,1,1,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,19,0.0,75,93.89999999999999,expert_lvl,mid_size_company
1821,1821,18895,city_103,0.92,1,1,no_enrollment,Graduate,STEM,12,1000-4999,,2,18,0.0,103,92.0,senior_lvl,large_company
1822,1822,8661,city_103,0.92,1,0,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,3,3,0.0,103,92.0,senior_lvl,very_large_company
1823,1823,5139,city_103,0.92,1,0,no_enrollment,Graduate,STEM,2,,,0,80,0.0,103,92.0,mid_lvl,unknown
1824,1824,9801,city_16,0.91,1,1,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,2,87,0.0,16,91.0,mid_lvl,small_company
1825,1825,19670,city_114,0.926,1,1,no_enrollment,Graduate,STEM,16,,,1,56,1.0,114,92.60000000000001,expert_lvl,unknown
1826,1826,13713,city_16,0.91,1,1,no_enrollment,Graduate,STEM,1,10000+,Public Sector,1,328,0.0,16,91.0,entry_lvl,very_large_company
1827,1827,22355,city_103,0.92,1,1,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,>4,17,0.0,103,92.0,senior_lvl,very_large_company
1828,1828,20277,city_103,0.92,0,0,Part time course,Graduate,STEM,<1,100-500,,0,74,0.0,103,92.0,entry_lvl,mid_size_company
1829,1829,17076,city_103,0.92,0,1,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,1,37,0.0,103,92.0,senior_lvl,very_large_company
1830,1830,11496,city_114,0.926,1,0,Full time course,Primary School,,5,,,0,52,0.0,114,92.60000000000001,mid_lvl,unknown
1831,1831,20258,city_46,0.762,0,1,no_enrollment,Graduate,STEM,14,50-99,Funded Startup,1,21,0.0,46,76.2,senior_lvl,small_company
1832,1832,21784,city_16,0.91,1,1,no_enrollment,,,>20,,,2,300,0.0,16,91.0,expert_lvl,unknown
1833,1833,16644,city_114,0.926,1,1,no_enrollment,Masters,STEM,14,10-49,Pvt Ltd,2,92,0.0,114,92.60000000000001,senior_lvl,small_company
1834,1834,14396,city_75,0.939,1,1,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,>4,13,0.0,75,93.89999999999999,expert_lvl,small_company
1835,1835,29130,city_103,0.92,1,1,no_enrollment,Graduate,STEM,>20,,,1,161,1.0,103,92.0,expert_lvl,unknown
1836,1836,11557,city_50,0.8959999999999999,1,1,no_enrollment,Masters,STEM,13,100-500,Pvt Ltd,0,34,0.0,50,89.6,senior_lvl,mid_size_company
1837,1837,23230,city_103,0.92,1,1,no_enrollment,Graduate,STEM,>20,10-49,Pvt Ltd,>4,8,0.0,103,92.0,expert_lvl,small_company
1838,1838,24420,city_136,0.897,1,1,no_enrollment,Phd,STEM,10,100-500,Pvt Ltd,>4,226,0.0,136,89.7,senior_lvl,mid_size_company
