,gender,relevent_experience,enrolled_university,education_level,major_discipline,company_type,last_new_job,training_hours,target,city_id,city_dev_perc,experience_lvl,company_class
922,1,1,no_enrollment,Masters,STEM,Pvt Ltd,1,166,0.0,21,62.4,mid_lvl,very_large_company
923,1,1,no_enrollment,Masters,STEM,Pvt Ltd,1,32,0.0,114,92.6,mid_lvl,small_company
924,1,1,no_enrollment,Primary School,,Pvt Ltd,1,14,0.0,100,88.7,mid_lvl,small_company
925,0,1,no_enrollment,High School,,NGO,1,140,0.0,103,92.0,mid_lvl,mid_size_company
926,1,1,no_enrollment,Graduate,STEM,Funded Startup,2,20,1.0,16,91.0,expert_lvl,mid_size_company
927,2,1,no_enrollment,Graduate,STEM,Pvt Ltd,3,23,0.0,160,92.0,senior_lvl,mid_size_company
928,0,1,,,,Funded Startup,3,14,0.0,103,92.0,senior_lvl,small_company
929,1,0,Full time course,Graduate,STEM,,1,45,1.0,90,69.8,mid_lvl,unknown
930,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,>4,52,0.0,160,92.0,expert_lvl,small_company
931,1,1,Part time course,Graduate,STEM,Public Sector,>4,142,0.0,103,92.0,expert_lvl,large_company
932,1,1,no_enrollment,Phd,STEM,Public Sector,1,131,0.0,103,92.0,mid_lvl,large_company
933,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,1,314,0.0,103,92.0,senior_lvl,large_company
934,0,0,Full time course,Graduate,Humanities,Public Sector,1,196,1.0,103,92.0,entry_lvl,small_company
935,1,1,no_enrollment,Graduate,STEM,Early Stage Startup,1,27,0.0,21,62.4,mid_lvl,small_company
936,0,0,Full time course,,,,0,61,0.0,21,62.4,mid_lvl,unknown
937,0,0,Full time course,Graduate,STEM,,2,82,0.0,103,92.0,mid_lvl,unknown
938,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,>4,21,1.0,159,84.3,senior_lvl,small_company
939,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,2,94,1.0,21,62.4,mid_lvl,mid_size_company
940,1,1,no_enrollment,Masters,STEM,Pvt Ltd,2,78,0.0,57,86.6,expert_lvl,mid_size_company
941,1,0,Part time course,,,,2,77,1.0,103,92.0,mid_lvl,unknown
942,2,1,no_enrollment,Graduate,STEM,,2,105,0.0,103,92.0,expert_lvl,unknown
943,1,1,no_enrollment,Graduate,STEM,Public Sector,1,22,0.0,126,47.9,mid_lvl,very_large_company
944,2,1,no_enrollment,High School,,Pvt Ltd,2,12,0.0,16,91.0,mid_lvl,small_company
945,2,0,Part time course,Masters,STEM,,1,99,1.0,126,47.9,mid_lvl,unknown
946,1,1,no_enrollment,Masters,STEM,,4,76,0.0,136,89.7,expert_lvl,unknown
947,1,0,Full time course,Graduate,STEM,Pvt Ltd,0,9,1.0,21,62.4,mid_lvl,unknown
948,2,1,no_enrollment,Graduate,Humanities,Funded Startup,3,162,0.0,103,92.0,mid_lvl,mid_size_company
949,1,0,Part time course,Graduate,STEM,,3,54,0.0,100,88.7,mid_lvl,unknown
950,1,0,no_enrollment,Graduate,STEM,,0,78,0.0,16,91.0,expert_lvl,unknown
951,0,1,no_enrollment,Graduate,STEM,,>4,140,1.0,103,92.0,senior_lvl,unknown
952,1,1,no_enrollment,Graduate,STEM,Funded Startup,1,5,1.0,21,62.4,mid_lvl,mid_size_company
953,1,1,Part time course,Graduate,STEM,,3,110,1.0,73,75.4,mid_lvl,unknown
954,1,0,no_enrollment,Graduate,STEM,,>4,13,1.0,103,92.0,mid_lvl,unknown
955,1,0,Full time course,Graduate,STEM,,0,37,0.0,114,92.6,mid_lvl,unknown
956,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,0,3,0.0,103,92.0,expert_lvl,mid_size_company
957,1,1,no_enrollment,High School,,Pvt Ltd,1,85,0.0,114,92.6,mid_lvl,small_company
958,2,1,no_enrollment,Graduate,STEM,,1,14,0.0,64,66.6,mid_lvl,small_company
959,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,4,94,0.0,75,93.9,expert_lvl,very_large_company
960,0,1,Part time course,Graduate,STEM,,1,9,1.0,21,62.4,mid_lvl,unknown
961,1,1,Full time course,High School,,Funded Startup,3,167,0.0,103,92.0,mid_lvl,mid_size_company
962,1,1,no_enrollment,Masters,STEM,Pvt Ltd,1,14,0.0,136,89.7,mid_lvl,very_large_company
963,1,0,Full time course,High School,,Pvt Ltd,1,4,0.0,102,80.4,mid_lvl,large_company
964,0,0,no_enrollment,Phd,STEM,Pvt Ltd,1,87,0.0,159,84.3,mid_lvl,very_large_company
965,0,1,no_enrollment,Graduate,STEM,Pvt Ltd,0,17,0.0,21,62.4,expert_lvl,very_large_company
966,1,1,no_enrollment,Phd,STEM,NGO,1,23,0.0,16,91.0,expert_lvl,mid_size_company
967,0,0,no_enrollment,Phd,Humanities,Public Sector,>4,19,0.0,160,92.0,expert_lvl,large_company
968,0,0,no_enrollment,Masters,Arts,Pvt Ltd,>4,10,0.0,46,76.2,mid_lvl,very_large_company
969,0,0,no_enrollment,Phd,STEM,Pvt Ltd,>4,92,0.0,165,90.3,expert_lvl,large_company
970,0,0,Full time course,Masters,STEM,,0,43,1.0,21,62.4,mid_lvl,unknown
971,1,0,no_enrollment,Masters,STEM,NGO,2,68,0.0,36,89.3,mid_lvl,small_company
972,0,0,Full time course,Graduate,STEM,,0,33,0.0,102,80.4,mid_lvl,unknown
973,0,1,no_enrollment,Graduate,STEM,,2,154,1.0,73,75.4,senior_lvl,unknown
974,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,2,51,0.0,67,85.5,senior_lvl,small_company
975,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,>4,45,0.0,103,92.0,expert_lvl,mid_size_company
976,0,1,no_enrollment,High School,,,0,56,0.0,103,92.0,mid_lvl,unknown
977,1,0,Full time course,Masters,Other,Other,,23,1.0,126,47.9,entry_lvl,small_company
978,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,>4,30,0.0,12,64.0,mid_lvl,small_company
979,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,1,50,1.0,36,89.3,senior_lvl,small_company
980,1,0,no_enrollment,High School,,,2,14,0.0,103,92.0,mid_lvl,unknown
981,1,1,no_enrollment,Graduate,STEM,NGO,2,12,0.0,103,92.0,expert_lvl,unknown
982,1,1,no_enrollment,Masters,STEM,Pvt Ltd,>4,163,0.0,173,87.8,expert_lvl,large_company
983,1,1,no_enrollment,Masters,STEM,Pvt Ltd,0,17,0.0,36,89.3,mid_lvl,very_large_company
984,1,1,no_enrollment,Masters,STEM,,1,29,0.0,159,84.3,expert_lvl,mid_size_company
985,1,1,no_enrollment,Masters,STEM,Pvt Ltd,1,52,0.0,103,92.0,expert_lvl,mid_size_company
986,1,1,no_enrollment,Graduate,STEM,Early Stage Startup,1,120,0.0,103,92.0,expert_lvl,small_company
987,1,0,Full time course,High School,,,0,44,1.0,21,62.4,mid_lvl,unknown
988,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,>4,67,0.0,103,92.0,senior_lvl,mid_size_company
989,0,1,no_enrollment,Graduate,STEM,Pvt Ltd,4,151,1.0,21,62.4,mid_lvl,large_company
990,0,1,no_enrollment,Masters,STEM,Pvt Ltd,1,256,1.0,136,89.7,mid_lvl,very_large_company
991,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,2,14,0.0,64,66.6,mid_lvl,mid_size_company
992,1,0,no_enrollment,High School,,,0,14,0.0,144,84.0,mid_lvl,unknown
993,1,1,no_enrollment,Graduate,STEM,Funded Startup,3,81,1.0,21,62.4,mid_lvl,small_company
994,0,1,Full time course,Graduate,STEM,,,37,1.0,21,62.4,mid_lvl,mid_size_company
995,0,1,Full time course,Graduate,STEM,Pvt Ltd,1,22,0.0,21,62.4,entry_lvl,mid_size_company
996,2,0,no_enrollment,Phd,STEM,Public Sector,4,28,0.0,103,92.0,mid_lvl,mid_size_company
997,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,1,42,0.0,73,75.4,expert_lvl,large_company
998,1,0,Full time course,Graduate,STEM,,1,50,0.0,40,77.6,mid_lvl,unknown
999,1,1,no_enrollment,Graduate,STEM,Funded Startup,1,105,0.0,103,92.0,expert_lvl,small_company
1000,1,1,no_enrollment,Masters,STEM,Pvt Ltd,0,162,1.0,21,62.4,mid_lvl,mid_size_company
1001,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,4,6,0.0,116,74.3,senior_lvl,mid_size_company
1002,0,0,no_enrollment,Masters,Humanities,Early Stage Startup,1,43,0.0,160,92.0,mid_lvl,small_company
1003,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,2,41,0.0,75,93.9,mid_lvl,very_large_company
1004,0,1,no_enrollment,Graduate,STEM,Pvt Ltd,1,40,0.0,21,62.4,senior_lvl,very_large_company
1005,0,1,no_enrollment,Graduate,STEM,Pvt Ltd,2,50,0.0,138,83.6,senior_lvl,small_company
1006,1,1,no_enrollment,Masters,STEM,Pvt Ltd,1,21,0.0,102,80.4,expert_lvl,mid_size_company
1007,1,1,Full time course,Graduate,STEM,,1,83,1.0,90,69.8,mid_lvl,unknown
1008,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,1,14,0.0,16,91.0,mid_lvl,large_company
1009,1,1,no_enrollment,Graduate,STEM,,1,26,0.0,19,68.2,expert_lvl,unknown
1010,1,1,no_enrollment,Masters,STEM,,1,90,0.0,136,89.7,expert_lvl,unknown
1011,2,0,Full time course,Graduate,STEM,Pvt Ltd,2,122,0.0,16,91.0,mid_lvl,small_company
1012,1,0,Full time course,High School,,,0,37,0.0,23,89.9,entry_lvl,unknown
1013,1,1,no_enrollment,Phd,STEM,Public Sector,>4,5,1.0,103,92.0,expert_lvl,large_company
1014,1,1,no_enrollment,Graduate,STEM,Funded Startup,1,78,0.0,103,92.0,senior_lvl,mid_size_company
1015,1,1,Full time course,High School,,,2,36,1.0,36,89.3,mid_lvl,unknown
1016,2,1,no_enrollment,Masters,STEM,Funded Startup,1,156,0.0,67,85.5,mid_lvl,small_company
1017,1,0,no_enrollment,Graduate,STEM,Pvt Ltd,2,14,0.0,16,91.0,expert_lvl,large_company
1018,0,1,no_enrollment,Graduate,STEM,Funded Startup,1,24,0.0,103,92.0,mid_lvl,small_company
1019,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,>4,97,1.0,103,92.0,expert_lvl,very_large_company
1020,1,1,no_enrollment,Graduate,STEM,Public Sector,2,19,0.0,75,93.9,mid_lvl,large_company
1021,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,1,57,1.0,103,92.0,expert_lvl,mid_size_company
1022,1,0,Full time course,Graduate,STEM,,0,3,0.0,13,82.7,senior_lvl,unknown
1023,1,0,Full time course,Masters,STEM,NGO,>4,24,1.0,162,76.7,mid_lvl,mid_size_company
1024,1,0,no_enrollment,Masters,Other,Public Sector,>4,34,0.0,160,92.0,expert_lvl,mid_size_company
1025,1,1,no_enrollment,Graduate,Humanities,Funded Startup,1,18,0.0,103,92.0,mid_lvl,small_company
1026,1,1,Full time course,Graduate,STEM,Funded Startup,2,53,1.0,21,62.4,mid_lvl,mid_size_company
1027,1,0,no_enrollment,High School,,Pvt Ltd,0,40,0.0,160,92.0,entry_lvl,unknown
1028,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,2,84,0.0,16,91.0,expert_lvl,small_company
1029,1,1,Full time course,High School,,,1,154,0.0,160,92.0,mid_lvl,unknown
1030,1,1,no_enrollment,High School,,,2,35,0.0,103,92.0,expert_lvl,unknown
1031,1,0,no_enrollment,Graduate,STEM,,>4,14,1.0,160,92.0,expert_lvl,unknown
1032,0,0,,Graduate,STEM,Pvt Ltd,1,110,1.0,126,47.9,entry_lvl,mid_size_company
1033,1,0,no_enrollment,Graduate,STEM,,1,97,1.0,160,92.0,mid_lvl,unknown
1034,1,1,no_enrollment,Masters,STEM,Pvt Ltd,1,75,0.0,21,62.4,expert_lvl,very_large_company
1035,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,>4,39,0.0,103,92.0,expert_lvl,small_company
1036,0,0,Full time course,Graduate,STEM,,0,109,1.0,103,92.0,mid_lvl,unknown
1037,1,0,Part time course,Graduate,STEM,Pvt Ltd,1,58,0.0,114,92.6,mid_lvl,very_large_company
1038,1,0,Full time course,Graduate,STEM,,0,35,1.0,16,91.0,mid_lvl,unknown
1039,1,1,no_enrollment,Graduate,Arts,Pvt Ltd,2,22,0.0,103,92.0,mid_lvl,mid_size_company
1040,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,>4,85,0.0,21,62.4,expert_lvl,very_large_company
1041,1,1,Full time course,Primary School,,Public Sector,2,50,1.0,21,62.4,mid_lvl,mid_size_company
1042,2,1,no_enrollment,Graduate,Humanities,Funded Startup,3,127,1.0,103,92.0,mid_lvl,mid_size_company
1043,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,>4,276,0.0,103,92.0,mid_lvl,mid_size_company
1044,0,1,no_enrollment,Graduate,Arts,,3,47,0.0,165,90.3,expert_lvl,large_company
1045,0,1,no_enrollment,Masters,STEM,Pvt Ltd,2,16,0.0,103,92.0,senior_lvl,very_large_company
1046,1,1,no_enrollment,Masters,STEM,Pvt Ltd,1,14,0.0,165,90.3,senior_lvl,mid_size_company
1047,0,0,Full time course,Graduate,STEM,,,26,1.0,103,92.0,mid_lvl,unknown
1048,1,1,no_enrollment,Graduate,STEM,Funded Startup,2,64,0.0,103,92.0,expert_lvl,mid_size_company
1049,1,0,Full time course,Masters,STEM,,1,10,1.0,114,92.6,mid_lvl,unknown
1050,1,1,no_enrollment,Masters,STEM,Public Sector,2,88,0.0,50,89.6,senior_lvl,large_company
1051,0,1,no_enrollment,Masters,STEM,Pvt Ltd,>4,46,0.0,103,92.0,mid_lvl,mid_size_company
1052,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,4,29,0.0,103,92.0,senior_lvl,mid_size_company
1053,2,1,no_enrollment,Graduate,STEM,,2,31,0.0,116,74.3,expert_lvl,unknown
1054,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,1,9,0.0,97,92.5,mid_lvl,mid_size_company
1055,1,1,no_enrollment,Phd,STEM,Pvt Ltd,2,28,1.0,114,92.6,expert_lvl,small_company
1056,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,2,121,0.0,103,92.0,expert_lvl,very_large_company
1057,0,0,no_enrollment,High School,,Pvt Ltd,1,83,1.0,28,93.9,entry_lvl,large_company
1058,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,>4,23,0.0,136,89.7,expert_lvl,mid_size_company
1059,1,1,Full time course,High School,,Pvt Ltd,1,28,0.0,21,62.4,mid_lvl,mid_size_company
1060,1,0,Full time course,Graduate,STEM,,0,47,0.0,39,89.8,mid_lvl,unknown
1061,0,1,no_enrollment,Graduate,STEM,,1,141,0.0,103,92.0,mid_lvl,small_company
1062,2,1,no_enrollment,Masters,STEM,Funded Startup,1,162,0.0,54,85.6,senior_lvl,small_company
1063,0,1,no_enrollment,Graduate,STEM,Pvt Ltd,1,45,0.0,11,55.00000000000001,mid_lvl,small_company
1064,1,0,no_enrollment,Primary School,,,0,47,0.0,173,87.8,mid_lvl,unknown
1065,1,1,no_enrollment,Masters,STEM,Pvt Ltd,2,32,0.0,57,86.6,mid_lvl,mid_size_company
1066,0,1,Full time course,,,Pvt Ltd,1,12,0.0,21,62.4,mid_lvl,mid_size_company
1067,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,1,84,0.0,21,62.4,mid_lvl,unknown
1068,1,1,Full time course,Graduate,STEM,,1,69,1.0,11,55.00000000000001,mid_lvl,small_company
1069,1,1,no_enrollment,Masters,STEM,Pvt Ltd,>4,24,0.0,103,92.0,expert_lvl,large_company
1070,0,0,Full time course,Masters,STEM,,1,3,1.0,21,62.4,mid_lvl,unknown
1071,1,0,Full time course,High School,,Pvt Ltd,0,58,0.0,21,62.4,mid_lvl,unknown
1072,1,1,no_enrollment,Graduate,STEM,NGO,1,28,0.0,103,92.0,expert_lvl,mid_size_company
1073,1,0,Full time course,High School,,,0,18,0.0,21,62.4,mid_lvl,unknown
1074,0,1,Part time course,Graduate,STEM,,1,17,0.0,79,69.8,mid_lvl,unknown
1075,0,0,no_enrollment,High School,,,1,80,0.0,67,85.5,mid_lvl,unknown
1076,1,0,no_enrollment,High School,,,0,124,0.0,114,92.6,mid_lvl,unknown
1077,1,0,no_enrollment,,,,0,47,0.0,114,92.6,mid_lvl,unknown
1078,1,1,no_enrollment,Graduate,Other,Pvt Ltd,>4,91,1.0,103,92.0,mid_lvl,mid_size_company
1079,1,1,Full time course,Graduate,STEM,Pvt Ltd,1,46,1.0,103,92.0,expert_lvl,small_company
1080,1,0,Full time course,Masters,STEM,,>4,13,1.0,114,92.6,expert_lvl,unknown
1081,1,1,no_enrollment,Masters,STEM,Pvt Ltd,4,136,0.0,136,89.7,senior_lvl,mid_size_company
1082,1,1,no_enrollment,Graduate,STEM,,>4,3,1.0,103,92.0,expert_lvl,unknown
1083,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,1,94,1.0,103,92.0,senior_lvl,very_large_company
1084,0,1,no_enrollment,Graduate,STEM,Funded Startup,1,70,1.0,159,84.3,expert_lvl,small_company
1085,1,0,no_enrollment,Graduate,STEM,Pvt Ltd,4,60,0.0,103,92.0,senior_lvl,small_company
1086,0,1,no_enrollment,Graduate,STEM,,1,65,1.0,114,92.6,senior_lvl,unknown
1087,0,1,no_enrollment,Graduate,STEM,,1,65,1.0,21,62.4,mid_lvl,unknown
1088,1,1,Part time course,Masters,STEM,Pvt Ltd,>4,37,0.0,128,52.7,mid_lvl,small_company
1089,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,1,57,1.0,21,62.4,mid_lvl,small_company
1090,2,0,Part time course,Graduate,STEM,Pvt Ltd,1,10,0.0,114,92.6,mid_lvl,very_large_company
1091,0,1,,Masters,No Major,Pvt Ltd,0,29,0.0,103,92.0,expert_lvl,mid_size_company
1092,0,1,no_enrollment,Graduate,Humanities,NGO,1,18,1.0,61,91.3,entry_lvl,small_company
1093,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,1,11,1.0,101,55.8,mid_lvl,small_company
1094,1,0,no_enrollment,,,,0,46,1.0,21,62.4,mid_lvl,unknown
1095,1,0,no_enrollment,High School,,,0,20,0.0,103,92.0,mid_lvl,unknown
1096,0,0,no_enrollment,High School,,Pvt Ltd,1,70,0.0,16,91.0,mid_lvl,unknown
1097,1,1,no_enrollment,Phd,STEM,Pvt Ltd,0,144,0.0,103,92.0,expert_lvl,small_company
1098,1,1,no_enrollment,Masters,STEM,Early Stage Startup,0,152,0.0,16,91.0,mid_lvl,small_company
1099,1,1,no_enrollment,Graduate,No Major,,4,13,0.0,67,85.5,senior_lvl,unknown
1100,2,1,no_enrollment,Graduate,STEM,Pvt Ltd,1,42,0.0,103,92.0,mid_lvl,small_company
1101,1,0,no_enrollment,High School,,,0,55,0.0,103,92.0,mid_lvl,unknown
1102,1,1,no_enrollment,Graduate,Humanities,,1,162,0.0,16,91.0,expert_lvl,mid_size_company
1103,1,1,no_enrollment,Graduate,STEM,,1,44,0.0,23,89.9,expert_lvl,small_company
1104,0,1,no_enrollment,Graduate,STEM,Early Stage Startup,1,24,0.0,103,92.0,mid_lvl,small_company
1105,1,1,no_enrollment,Graduate,No Major,Other,>4,188,0.0,103,92.0,senior_lvl,small_company
1106,2,0,Full time course,Graduate,STEM,,0,18,1.0,90,69.8,mid_lvl,unknown
1107,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,3,155,0.0,103,92.0,expert_lvl,very_large_company
1108,1,1,no_enrollment,Graduate,STEM,,1,316,0.0,83,92.3,mid_lvl,unknown
1109,1,1,no_enrollment,Graduate,STEM,,1,55,1.0,103,92.0,expert_lvl,unknown
1110,1,1,no_enrollment,Masters,STEM,Early Stage Startup,2,130,0.0,16,91.0,expert_lvl,small_company
1111,1,1,no_enrollment,Masters,STEM,,3,7,0.0,100,88.7,senior_lvl,mid_size_company
1112,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,1,10,0.0,41,82.7,mid_lvl,mid_size_company
1113,1,1,no_enrollment,Masters,STEM,Early Stage Startup,>4,46,0.0,73,75.4,expert_lvl,small_company
1114,1,1,no_enrollment,Masters,STEM,Pvt Ltd,>4,38,0.0,103,92.0,expert_lvl,very_large_company
1115,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,4,22,1.0,114,92.6,senior_lvl,small_company
1116,0,0,Full time course,Graduate,STEM,Pvt Ltd,1,156,1.0,11,55.00000000000001,mid_lvl,small_company
1117,1,0,Full time course,High School,,,1,28,1.0,103,92.0,mid_lvl,unknown
1118,0,1,no_enrollment,Graduate,Business Degree,Pvt Ltd,1,99,0.0,103,92.0,mid_lvl,large_company
1119,1,0,Full time course,Graduate,STEM,Pvt Ltd,2,72,0.0,160,92.0,mid_lvl,very_large_company
1120,0,1,no_enrollment,Graduate,STEM,Pvt Ltd,1,20,0.0,103,92.0,senior_lvl,mid_size_company
1121,1,1,no_enrollment,Masters,STEM,Pvt Ltd,3,178,0.0,116,74.3,expert_lvl,large_company
1122,1,0,Full time course,Phd,STEM,Public Sector,1,12,1.0,136,89.7,senior_lvl,small_company
1123,1,1,no_enrollment,Graduate,STEM,NGO,4,50,0.0,104,92.4,expert_lvl,large_company
1124,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,1,32,0.0,103,92.0,senior_lvl,mid_size_company
1125,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,2,6,0.0,173,87.8,expert_lvl,mid_size_company
1126,1,1,no_enrollment,Graduate,Humanities,Pvt Ltd,4,6,0.0,136,89.7,expert_lvl,large_company
1127,0,0,no_enrollment,Graduate,STEM,,>4,125,1.0,103,92.0,entry_lvl,unknown
1128,1,0,Full time course,Graduate,STEM,,1,150,0.0,150,69.8,mid_lvl,unknown
1129,1,1,no_enrollment,Graduate,STEM,,1,47,1.0,70,69.8,mid_lvl,unknown
1130,1,1,no_enrollment,Graduate,STEM,Funded Startup,1,48,0.0,103,92.0,mid_lvl,mid_size_company
1131,1,1,no_enrollment,Graduate,STEM,,2,55,1.0,21,62.4,mid_lvl,unknown
1132,1,1,no_enrollment,Masters,STEM,Pvt Ltd,1,28,0.0,136,89.7,senior_lvl,large_company
1133,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,>4,20,0.0,23,89.9,expert_lvl,large_company
1134,0,1,no_enrollment,Graduate,STEM,Public Sector,1,10,0.0,103,92.0,mid_lvl,very_large_company
1135,0,1,no_enrollment,Graduate,STEM,Pvt Ltd,>4,22,0.0,159,84.3,senior_lvl,small_company
1136,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,>4,4,1.0,73,75.4,mid_lvl,mid_size_company
1137,2,0,no_enrollment,Graduate,No Major,Pvt Ltd,1,104,0.0,103,92.0,expert_lvl,unknown
1138,0,0,no_enrollment,High School,,Pvt Ltd,0,148,0.0,57,86.6,mid_lvl,mid_size_company
1139,1,1,no_enrollment,Masters,STEM,Pvt Ltd,2,15,0.0,28,93.9,expert_lvl,very_large_company
1140,1,1,Part time course,Graduate,Humanities,,>4,166,0.0,73,75.4,senior_lvl,unknown
1141,1,0,no_enrollment,Masters,Humanities,,4,163,0.0,136,89.7,expert_lvl,unknown
1142,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,1,12,1.0,11,55.00000000000001,mid_lvl,small_company
1143,0,0,no_enrollment,Masters,STEM,Funded Startup,2,113,0.0,76,69.8,mid_lvl,small_company
1144,1,1,no_enrollment,Graduate,STEM,NGO,1,12,0.0,103,92.0,mid_lvl,very_large_company
1145,2,0,Full time course,High School,,,0,242,0.0,21,62.4,mid_lvl,unknown
1146,1,1,,Graduate,STEM,Pvt Ltd,1,3,1.0,11,55.00000000000001,mid_lvl,small_company
1147,1,0,Full time course,Graduate,STEM,Pvt Ltd,1,50,0.0,157,76.9,mid_lvl,small_company
1148,1,0,Full time course,Primary School,,,0,73,0.0,19,68.2,mid_lvl,unknown
1149,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,1,6,0.0,16,91.0,mid_lvl,very_large_company
1150,1,0,Full time course,Graduate,STEM,,1,46,1.0,136,89.7,mid_lvl,unknown
1151,2,1,no_enrollment,Graduate,STEM,Pvt Ltd,1,12,0.0,16,91.0,senior_lvl,mid_size_company
1152,1,1,no_enrollment,Masters,STEM,Public Sector,>4,7,1.0,73,75.4,expert_lvl,large_company
1153,1,1,no_enrollment,Graduate,STEM,,1,63,0.0,16,91.0,senior_lvl,unknown
1154,0,1,no_enrollment,Masters,STEM,Pvt Ltd,2,54,0.0,21,62.4,mid_lvl,very_large_company
1155,1,1,Part time course,Graduate,STEM,NGO,3,50,0.0,90,69.8,senior_lvl,small_company
1156,1,0,Full time course,Graduate,Other,,1,43,1.0,101,55.8,mid_lvl,unknown
1157,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,2,70,0.0,103,92.0,expert_lvl,small_company
1158,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,1,140,0.0,16,91.0,mid_lvl,small_company
1159,1,1,Part time course,Masters,STEM,Pvt Ltd,1,47,0.0,67,85.5,entry_lvl,very_large_company
1160,1,1,no_enrollment,Graduate,STEM,,4,8,0.0,114,92.6,expert_lvl,unknown
1161,0,0,no_enrollment,Masters,STEM,Public Sector,1,98,0.0,160,92.0,senior_lvl,large_company
1162,0,0,no_enrollment,Masters,STEM,Pvt Ltd,1,27,0.0,136,89.7,mid_lvl,mid_size_company
1163,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,3,88,0.0,160,92.0,expert_lvl,mid_size_company
1164,0,0,no_enrollment,,,,0,43,0.0,149,68.9,mid_lvl,unknown
1165,0,1,no_enrollment,Graduate,STEM,Pvt Ltd,1,88,0.0,64,66.6,mid_lvl,small_company
1166,0,0,,High School,,,,145,0.0,21,62.4,mid_lvl,unknown
1167,0,1,no_enrollment,Graduate,STEM,Pvt Ltd,1,48,1.0,21,62.4,mid_lvl,mid_size_company
1168,1,1,no_enrollment,Graduate,STEM,,1,24,1.0,84,69.8,mid_lvl,unknown
1169,1,1,no_enrollment,Masters,STEM,Pvt Ltd,>4,78,0.0,50,89.6,expert_lvl,small_company
1170,0,1,Part time course,Graduate,STEM,,0,94,0.0,162,76.7,senior_lvl,unknown
1171,0,0,Full time course,High School,,,0,196,0.0,21,62.4,mid_lvl,unknown
1172,2,0,no_enrollment,Masters,STEM,Pvt Ltd,1,218,0.0,100,88.7,mid_lvl,small_company
1173,1,0,no_enrollment,Graduate,STEM,,1,155,1.0,160,92.0,mid_lvl,unknown
1174,1,1,no_enrollment,Graduate,Other,Pvt Ltd,>4,61,0.0,103,92.0,expert_lvl,mid_size_company
1175,2,1,no_enrollment,Graduate,STEM,,1,12,1.0,103,92.0,expert_lvl,unknown
1176,1,1,no_enrollment,Graduate,STEM,Pvt Ltd,1,101,0.0,61,91.3,expert_lvl,small_company
1177,1,1,Full time course,Graduate,STEM,Early Stage Startup,1,202,1.0,21,62.4,mid_lvl,small_company
1178,0,0,Full time course,,,,0,15,1.0,21,62.4,mid_lvl,unknown
1179,1,1,no_enrollment,Masters,STEM,Funded Startup,>4,90,0.0,103,92.0,expert_lvl,mid_size_company
1180,1,0,Full time course,High School,,,1,9,0.0,128,52.7,mid_lvl,unknown
1181,1,0,no_enrollment,High School,,,0,136,1.0,21,62.4,mid_lvl,unknown
1182,0,0,Full time course,Graduate,STEM,Funded Startup,1,26,1.0,21,62.4,mid_lvl,small_company
1183,0,1,no_enrollment,Graduate,STEM,Pvt Ltd,0,54,0.0,100,88.7,expert_lvl,mid_size_company
1184,1,0,no_enrollment,High School,,,0,21,0.0,103,92.0,mid_lvl,unknown
